"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
404,"9","2026-02-06T07:12:34.283195Z","3 - Severe","Humor","Dark Humor",11,"{""choices"":[""Family"",""Politics and society""]}",97.56599999999999,"","None of these","Yes","Race / Ethnicity","My community loves you! What's your community? I'm from a reserve back east in Nino Scotia, in Mi'kmaq, yeah. What is it? Mi'kmaq. Mi'kmaq? Thank you. I'm glad to be accepted by the indigenous people. Thank you. Do I get anything? I don't even know how to repay you. What do I get you? Blankets? Man, you guys aren't fun at all, man. What's the native language? Mi'kmaq. Oh, it is Mi'kmaq? Yeah. I think somebody would speak Mi'kmaq. Yeah, I speak a fluo to my language. You're fluent in it? Yeah. Tell me something, anything. We are, uh, in a foreign country, last money gave us, I wanted to fight. Is that what that says? All of... You said 33 words to just say, do you want to fight? That took forever. No wonder you guys lose. All right, you guys were allowed to be hesitant on that one. That's exactly where I was going with this question. Six kids? Jesus Christ. Or whoever you worship. Do you guys do like the whole spirit animal thing? Yeah, I've actually, I got my spirit animal name last year from the others. Just last year? Yeah, Mother Nature's Green Beaver. Your spirit animal is Mother Nature's Green Beaver. I gotta tell you, that sounds like chlamydia. I would ask again, roll that dice again. You said your community supports me. How many do you think? Well there's 12 reserves in Nova Scotia and... Hold on, now do all 12 of them know who I am? All 12 reserves? Really? How's the word get around? I put out a lot of videos. That's a lot of smoke. I'm about to be done with you guys. That was a solid joke. I don't fucking die on that hill dude. That would be fucking cool to go do a show there. I was just gonna say that. Really? Could I really? Oh, that'd be so cool. Okay. How much money do you guys have? I don't have any money to have. Just give me a casino. We'll call it even. I swear to God you guys.","2026-02-12T18:25:06.187358Z","s3://humor-harm-dataset/dataset-s3/Y-FJ7OJ8iaQ.mp4"
82,"1","2026-01-05T19:59:50.544224Z","2 - Moderate","Humor","Dark Humor",11,"{""choices"":[""Family"",""Politics and society""]}",240.059,"","None of these","Yes","Race / Ethnicity","My community loves you! What's your community? I'm from a reserve back east in Nino Scotia, in Mi'kmaq, yeah. What is it? Mi'kmaq. Mi'kmaq? Thank you. I'm glad to be accepted by the indigenous people. Thank you. Do I get anything? I don't even know how to repay you. What do I get you? Blankets? Man, you guys aren't fun at all, man. What's the native language? Mi'kmaq. Oh, it is Mi'kmaq? Yeah. I think somebody would speak Mi'kmaq. Yeah, I speak a fluo to my language. You're fluent in it? Yeah. Tell me something, anything. We are, uh, in a foreign country, last money gave us, I wanted to fight. Is that what that says? All of... You said 33 words to just say, do you want to fight? That took forever. No wonder you guys lose. All right, you guys were allowed to be hesitant on that one. That's exactly where I was going with this question. Six kids? Jesus Christ. Or whoever you worship. Do you guys do like the whole spirit animal thing? Yeah, I've actually, I got my spirit animal name last year from the others. Just last year? Yeah, Mother Nature's Green Beaver. Your spirit animal is Mother Nature's Green Beaver. I gotta tell you, that sounds like chlamydia. I would ask again, roll that dice again. You said your community supports me. How many do you think? Well there's 12 reserves in Nova Scotia and... Hold on, now do all 12 of them know who I am? All 12 reserves? Really? How's the word get around? I put out a lot of videos. That's a lot of smoke. I'm about to be done with you guys. That was a solid joke. I don't fucking die on that hill dude. That would be fucking cool to go do a show there. I was just gonna say that. Really? Could I really? Oh, that'd be so cool. Okay. How much money do you guys have? I don't have any money to have. Just give me a casino. We'll call it even. I swear to God you guys.","2026-02-12T18:25:13.859404Z","s3://humor-harm-dataset/dataset-s3/Y-FJ7OJ8iaQ.mp4"
405,"9","2026-02-06T07:13:15.552450Z","","Not Humor","None of these",12,"Other",49.655,"","None of these","No","","This is Ryan Treyham and Hayley and they're traveling to 50 states in 50 days for an epic good cause and that's cool. Wanna know what else is cool? Making Ryan spin the real dude. Hahahahaha! Oh! Hahahahaha!","2026-02-11T22:45:39.273954Z","s3://humor-harm-dataset/dataset-s3/YD3QZk6n4QI.mp4"
85,"1","2026-01-05T20:01:55.193790Z","","Not Humor","None of these",12,"Other",31.562,"","None of these","No","","This is Ryan Treyham and Hayley and they're traveling to 50 states in 50 days for an epic good cause and that's cool. Wanna know what else is cool? Making Ryan spin the real dude. Hahahahaha! Oh! Hahahahaha!","2026-02-11T22:45:46.658931Z","s3://humor-harm-dataset/dataset-s3/YD3QZk6n4QI.mp4"
44,"7","2025-12-01T02:00:51.552355Z","","Not Humor","None of these",12,"Other",41.923,"","None of these","No","","This is Ryan Treyham and Hayley and they're traveling to 50 states in 50 days for an epic good cause and that's cool. Wanna know what else is cool? Making Ryan spin the real dude. Hahahahaha! Oh! Hahahahaha!","2026-02-11T22:45:53.713383Z","s3://humor-harm-dataset/dataset-s3/YD3QZk6n4QI.mp4"
406,"9","2026-02-06T07:13:59.146914Z","","Almost or not sure","Regular Humor",13,"Other",58.358000000000004,"","None of these","No","","Now you guys tell me, would someone who hates blue cheese do this? Oh God. Oh my God! Oh. You are insane! Yeah, yeah, yeah, right. That's good. I can't swallow. I'm doing it. I have to swallow. You don't. You don't have to swallow it. It's a sign of respect. No, I'm not going to believe in me. Who was in my life believing me? Oh. Wow. That really melted in the mouth fast. Oh, wow. I'm how I should die with a cracker. Oh, no! Ah!","2026-02-11T22:46:19.510304Z","s3://humor-harm-dataset/dataset-s3/YK8g_52Yhw8.mp4"
86,"1","2026-01-05T20:03:02.130095Z","","Not Humor","None of these",13,"Other",69.716,"","None of these","No","","Now you guys tell me, would someone who hates blue cheese do this? Oh God. Oh my God! Oh. You are insane! Yeah, yeah, yeah, right. That's good. I can't swallow. I'm doing it. I have to swallow. You don't. You don't have to swallow it. It's a sign of respect. No, I'm not going to believe in me. Who was in my life believing me? Oh. Wow. That really melted in the mouth fast. Oh, wow. I'm how I should die with a cracker. Oh, no! Ah!","2026-02-11T22:46:30.952121Z","s3://humor-harm-dataset/dataset-s3/YK8g_52Yhw8.mp4"
45,"7","2025-12-01T02:01:45.217055Z","","Not Humor","None of these",13,"{""choices"":[""Celebrity and pop culture"",""Other""]}",62.138,"","None of these","No","","Now you guys tell me, would someone who hates blue cheese do this? Oh God. Oh my God! Oh. You are insane! Yeah, yeah, yeah, right. That's good. I can't swallow. I'm doing it. I have to swallow. You don't. You don't have to swallow it. It's a sign of respect. No, I'm not going to believe in me. Who was in my life believing me? Oh. Wow. That really melted in the mouth fast. Oh, wow. I'm how I should die with a cracker. Oh, no! Ah!","2026-02-11T22:46:41.915700Z","s3://humor-harm-dataset/dataset-s3/YK8g_52Yhw8.mp4"
407,"9","2026-02-06T07:14:38.415837Z","","Not Humor","None of these",14,"Celebrity and pop culture",21.686,"","None of these","No","","People wanted me to fight Karina, I remember that. She came on this show, I think, and she was saying. You think you'd beat Tana? I don't think it'd be much of a fight. Would you still want to fight Karina? No. Seriously, if I wasn't going to lose like nine veneers and need like a fucking revision on the nose job. Imagine if you two did a fucking, you know. Some crazy shit. Yeah.","2026-02-11T22:46:51.128357Z","s3://humor-harm-dataset/dataset-s3/YXCeHPHpX4M.mp4"
87,"1","2026-01-05T20:03:45.538826Z","","Not Humor","None of these",14,"Other",63.052,"","None of these","No","","People wanted me to fight Karina, I remember that. She came on this show, I think, and she was saying. You think you'd beat Tana? I don't think it'd be much of a fight. Would you still want to fight Karina? No. Seriously, if I wasn't going to lose like nine veneers and need like a fucking revision on the nose job. Imagine if you two did a fucking, you know. Some crazy shit. Yeah.","2026-02-11T22:47:20.917888Z","s3://humor-harm-dataset/dataset-s3/YXCeHPHpX4M.mp4"
46,"7","2025-12-01T02:03:27.808292Z","","Not Humor","None of these",14,"Other",107.878,"","None of these","No","","People wanted me to fight Karina, I remember that. She came on this show, I think, and she was saying. You think you'd beat Tana? I don't think it'd be much of a fight. Would you still want to fight Karina? No. Seriously, if I wasn't going to lose like nine veneers and need like a fucking revision on the nose job. Imagine if you two did a fucking, you know. Some crazy shit. Yeah.","2026-02-11T22:47:28.202723Z","s3://humor-harm-dataset/dataset-s3/YXCeHPHpX4M.mp4"
454,"7","2026-02-10T12:36:25.095871Z","","Not Humor","None of these",15,"Other",73.27900000000001,"","None of these","No","","This movie's either gonna be another soulless cash grab or the funniest movie he's made in years. And this is why. It's the 1990s and it feels like Adam Sandler's got the freakin' mightest touch. Not only is he crushing it on SNL, but he decides to write and star in his own comedy film Billy Madison, and it's a massive success. This man's comedy run after this is just insanity. Bulletproof, the wedding singer, the water boy, Big Daddy. But in between all this, he made a movie that's arguably the best comedy he ever made. And a lot's happened to him since then. He made his wife on the set of Big Daddy. He formed his own production company, had some kids, got some serious acting roles that he gave Oscar-worthy performances to, and then out of nowhere, he told us this. People have been asking for a long time, do Happy Gilmore 2, and I was always like, nah, I'll only let you down. But then me and my buddy Tim Hurley, we came up with the idea, we're really excited about it. And after seeing the new trailers that came out, there's one part of me that's like, I can't freakin' wait, I'm so excited. And then there's another part of me that's praying, please Lord, don't let him mess this up. Regardless, I'm gonna be the first guy to watch this movie when it comes out, and that's why I think...","2026-02-11T22:47:42.485683Z","s3://humor-harm-dataset/dataset-s3/YXRL02rUEDM.mp4"
408,"9","2026-02-06T07:15:06.043355Z","","Not Humor","None of these",15,"Celebrity and pop culture",19.22,"","None of these","No","","This movie's either gonna be another soulless cash grab or the funniest movie he's made in years. And this is why. It's the 1990s and it feels like Adam Sandler's got the freakin' mightest touch. Not only is he crushing it on SNL, but he decides to write and star in his own comedy film Billy Madison, and it's a massive success. This man's comedy run after this is just insanity. Bulletproof, the wedding singer, the water boy, Big Daddy. But in between all this, he made a movie that's arguably the best comedy he ever made. And a lot's happened to him since then. He made his wife on the set of Big Daddy. He formed his own production company, had some kids, got some serious acting roles that he gave Oscar-worthy performances to, and then out of nowhere, he told us this. People have been asking for a long time, do Happy Gilmore 2, and I was always like, nah, I'll only let you down. But then me and my buddy Tim Hurley, we came up with the idea, we're really excited about it. And after seeing the new trailers that came out, there's one part of me that's like, I can't freakin' wait, I'm so excited. And then there's another part of me that's praying, please Lord, don't let him mess this up. Regardless, I'm gonna be the first guy to watch this movie when it comes out, and that's why I think...","2026-02-11T22:47:53.336265Z","s3://humor-harm-dataset/dataset-s3/YXRL02rUEDM.mp4"
49,"1","2026-01-05T19:06:45.170247Z","","Not Humor","None of these",15,"Other",72.24300000000001,"","None of these","No","","This movie's either gonna be another soulless cash grab or the funniest movie he's made in years. And this is why. It's the 1990s and it feels like Adam Sandler's got the freakin' mightest touch. Not only is he crushing it on SNL, but he decides to write and star in his own comedy film Billy Madison, and it's a massive success. This man's comedy run after this is just insanity. Bulletproof, the wedding singer, the water boy, Big Daddy. But in between all this, he made a movie that's arguably the best comedy he ever made. And a lot's happened to him since then. He made his wife on the set of Big Daddy. He formed his own production company, had some kids, got some serious acting roles that he gave Oscar-worthy performances to, and then out of nowhere, he told us this. People have been asking for a long time, do Happy Gilmore 2, and I was always like, nah, I'll only let you down. But then me and my buddy Tim Hurley, we came up with the idea, we're really excited about it. And after seeing the new trailers that came out, there's one part of me that's like, I can't freakin' wait, I'm so excited. And then there's another part of me that's praying, please Lord, don't let him mess this up. Regardless, I'm gonna be the first guy to watch this movie when it comes out, and that's why I think...","2026-02-11T22:48:01.959256Z","s3://humor-harm-dataset/dataset-s3/YXRL02rUEDM.mp4"
